Date,Open,High,Low,Close,Volume,Adjusted Close
2012-12-24,2150.654053,2170.394043,2149.823975,2159.052979,78400.0,2159.052979
2012-12-21,2169.570068,2190.397949,2148.169922,2153.310059,103400.0,2153.310059
2012-12-20,2156.193115,2174.819092,2142.950928,2168.353027,99400.0,2168.353027
2012-12-19,2158.669922,2175.39502,2154.287109,2162.239014,94400.0,2162.239014
2012-12-18,2155.85791,2183.712891,2144.73291,2162.464111,126000.0,2162.464111
2012-12-17,2152.096924,2169.570068,2151.936035,2160.342041,144200.0,2160.342041
2012-12-14,2062.688965,2152.496094,2062.541992,2150.625,160800.0,2150.625
2012-12-13,2077.416992,2081.363037,2059.471924,2061.476074,72200.0,2061.476074
2012-12-12,2073.270996,2085.934082,2066.391113,2082.726074,78600.0,2082.726074
2012-12-11,2077.556885,2088.63501,2070.191895,2074.704102,93400.0,2074.704102
2012-12-10,2067.323975,2087.00708,2064.61499,2083.77002,115400.0,2083.77002
2012-12-07,2028.765991,2065.743896,2023.96106,2061.785889,115200.0,2061.785889
2012-12-06,2029.562012,2036.609009,2018.379028,2029.237061,81400.0,2029.237061
2012-12-05,1973.107056,2040.604004,1970.202026,2031.906982,120000.0,2031.906982
2012-12-04,1956.615967,1980.119019,1949.457031,1975.142944,62400.0,1975.142944
2012-12-03,1977.254028,1988.19104,1957.884033,1959.766968,61600.0,1959.766968
2012-11-30,1961.814941,1983.418945,1959.333984,1980.116943,56800.0,1980.116943
2012-11-29,1972.925049,1980.55603,1961.822021,1963.488037,49600.0,1963.488037
2012-11-28,1984.47998,1984.863037,1968.213013,1973.522949,50600.0,1973.522949
2012-11-27,2012.074951,2014.209961,1990.33606,1991.165039,56600.0,1991.165039
2012-11-26,2023.338989,2027.274048,2014.029053,2017.463989,44800.0,2017.463989
2012-11-23,2020.015015,2034.884033,2017.004028,2027.384033,51600.0,2027.384033
2012-11-22,2021.208984,2023.084961,2009.719971,2015.610962,45600.0,2015.610962
2012-11-21,2008.21106,2031.149048,1995.17395,2030.31897,53200.0,2030.31897
2012-11-20,2020.432983,2023.610962,2004.170044,2008.922974,42600.0,2008.922974
2012-11-19,2013.245972,2018.380005,1995.720947,2016.982056,45400.0,2016.982056
2012-11-16,2026.562988,2028.686035,2001.714966,2014.724976,49600.0,2014.724976
2012-11-15,2045.456055,2053.560059,2029.874023,2030.290039,50600.0,2030.290039
2012-11-14,2047.256958,2056.488037,2040.171997,2055.418945,48000.0,2055.418945
2012-11-13,2078.133057,2078.133057,2044.036011,2047.889038,61000.0,2047.889038
2012-11-12,2069.214111,2079.571045,2061.840088,2079.272949,56600.0,2079.272949
2012-11-09,2066.495117,2077.228027,2062.416992,2069.066895,54200.0,2069.066895
2012-11-08,2091.253906,2092.564941,2070.648926,2071.509033,66600.0,2071.509033
2012-11-07,2102.418945,2112.631104,2093.289062,2105.72998,59400.0,2105.72998
2012-11-06,2113.657959,2114.791016,2078.471924,2105.999023,71400.0,2105.999023
2012-11-05,2113.327881,2123.326904,2104.583008,2114.0271,71600.0,2114.0271
2012-11-02,2105.448975,2119.224121,2096.531006,2117.045898,76600.0,2117.045898
2012-11-01,2070.02002,2109.496094,2069.947998,2104.427002,82800.0,2104.427002
2012-10-31,2061.124023,2070.479004,2053.583008,2068.879883,59600.0,2068.879883
2012-10-30,2059.201904,2075.905029,2054.263916,2062.346924,60600.0,2062.346924
2012-10-29,2061.846924,2068.237061,2053.092041,2058.943115,53600.0,2058.943115
2012-10-26,2100.100098,2102.162109,2058.062988,2066.208984,78600.0,2066.208984
2012-10-25,2114.763916,2128.73999,2100.608887,2101.580078,85400.0,2101.580078
2012-10-24,2106.830078,2123.998047,2104.669922,2115.98999,72800.0,2115.98999
2012-10-23,2132.10791,2136.218018,2111.923096,2114.447021,72600.0,2114.447021
2012-10-22,2118.520996,2138.0271,2112.751953,2132.758057,60200.0,2132.758057
2012-10-19,2129.820068,2136.868896,2125.736084,2128.302002,67600.0,2128.302002
2012-10-18,2108.498047,2137.686035,2107.491943,2131.687988,87200.0,2131.687988
2012-10-17,2104.280029,2113.162109,2088.043945,2105.61792,59800.0,2105.61792
2012-10-16,2097.050049,2111.780029,2089.695068,2098.808105,57800.0,2098.808105
2012-10-15,2105.023926,2107.198975,2085.11499,2098.702881,54000.0,2098.702881
2012-10-12,2109.070068,2127.306885,2092.510986,2104.931885,68200.0,2104.931885
2012-10-11,2114.231934,2117.839111,2101.139893,2102.86792,74400.0,2102.86792
2012-10-10,2111.586914,2121.991943,2102.534912,2119.941895,79000.0,2119.941895
2012-10-09,2081.587891,2119.335938,2081.587891,2115.229004,84600.0,2115.229004
2012-10-08,2084.849121,2096.259033,2063.089111,2074.418945,55200.0,2074.418945
2012-09-28,2042.885986,2089.633057,2040.349976,2086.168945,79400.0,2086.168945
2012-09-27,2003.098999,2068.071045,2002.323975,2056.322998,76600.0,2056.322998
2012-09-26,2027.85498,2033.036011,1999.484009,2004.171997,50400.0,2004.171997
2012-09-25,2028.631958,2039.095947,2021.80896,2029.292969,48200.0,2029.292969
2012-09-24,2015.766968,2040.849976,2005.262939,2033.192017,57600.0,2033.192017
2012-09-21,2020.553955,2041.947998,2018.262939,2026.689941,60200.0,2026.689941
2012-09-20,2060.305908,2060.305908,2023.084961,2024.837036,67400.0,2024.837036
2012-09-19,2061.061035,2069.949951,2055.197998,2067.831055,52200.0,2067.831055
2012-09-18,2069.343018,2074.761963,2053.662109,2059.542969,53800.0,2059.542969
2012-09-17,2120.616943,2121.583008,2077.483887,2078.5,76400.0,2078.5
2012-09-14,2127.388916,2136.226074,2111.120117,2123.846924,91200.0,2123.846924
2012-09-13,2123.840088,2130.079102,2109.996094,2110.378906,79000.0,2110.378906
2012-09-12,2129.687012,2137.889893,2109.136963,2126.553955,84200.0,2126.553955
2012-09-11,2127.519043,2127.519043,2107.218994,2120.553955,80400.0,2120.553955
2012-09-10,2128.064941,2140.167969,2120.486084,2134.893066,103600.0,2134.893066
2012-09-07,2062.98999,2145.00293,2062.98999,2127.761963,140000.0,2127.761963
2012-09-06,2040.667969,2052.949951,2036.365967,2051.917969,56000.0,2051.917969
2012-09-05,2038.873047,2048.319092,2029.052979,2037.68103,57600.0,2037.68103
2012-09-04,2060.613037,2063.816895,2039.265991,2043.649048,57400.0,2043.649048
2012-09-03,2044.823975,2066.780029,2041.161011,2059.146973,60600.0,2059.146973
2012-08-31,2046.28894,2059.302002,2044.650024,2047.521973,46200.0,2047.521973
2012-08-30,2044.032959,2060.185059,2032.536987,2052.584961,62000.0,2052.584961
2012-08-29,2066.820068,2073.948975,2051.773926,2053.235107,52200.0,2053.235107
2012-08-28,2054.967041,2083.956055,2052.491943,2073.154053,54400.0,2073.154053
2012-08-27,2085.373047,2085.373047,2055.375977,2055.708008,60400.0,2055.708008
2012-08-24,2108.360107,2109.822021,2089.217041,2092.104004,60200.0,2092.104004
2012-08-23,2106.959961,2118.736084,2097.083008,2113.072021,58400.0,2113.072021
2012-08-22,2118.881104,2121.148926,2097.60498,2107.710938,58400.0,2107.710938
2012-08-21,2106.381104,2124.195068,2103.071045,2118.268066,60800.0,2118.268066
2012-08-20,2102.230957,2110.780029,2089.018066,2106.957031,46800.0,2106.957031
2012-08-17,2111.653076,2120.714111,2100.787109,2114.891113,44400.0,2114.891113
2012-08-16,2116.080078,2122.683105,2109.657959,2112.197021,45200.0,2112.197021
2012-08-15,2138.278076,2139.14209,2118.50293,2118.945068,54600.0,2118.945068
2012-08-14,2137.047119,2144.006104,2119.25293,2142.523926,67600.0,2142.523926
2012-08-13,2164.042969,2164.042969,2134.553955,2136.077881,71400.0,2136.077881
2012-08-10,2172.964111,2176.794922,2165.283936,2168.813965,68400.0,2168.813965
2012-08-09,2159.434082,2175.544922,2148.694092,2174.102051,72600.0,2174.102051
2012-08-08,2158.981934,2168.733887,2153.02002,2160.98999,72800.0,2160.98999
2012-08-07,2153.093018,2159.683105,2148.896973,2157.620117,75000.0,2157.620117
2012-08-06,2129.147949,2158.680908,2127.262939,2154.916016,71800.0,2154.916016
2012-08-03,2113.964111,2133.266113,2108.330078,2132.795898,53400.0,2132.795898
2012-08-02,2120.145996,2126.459961,2103.495117,2111.181885,53400.0,2111.181885
2012-08-01,2101.7229,2130.711914,2101.708008,2123.360107,53800.0,2123.360107
2012-07-31,2109.324951,2116.904053,2100.251953,2103.63501,53400.0,2103.63501
2012-07-30,2128.158936,2137.736084,2107.634033,2109.914062,52000.0,2109.914062
2012-07-27,2132.009033,2139.154053,2120.629883,2128.764893,52000.0,2128.764893
2012-07-26,2134.987061,2147.664062,2124.155029,2126.003906,52800.0,2126.003906
2012-07-25,2141.035889,2151.449951,2132.833008,2136.150879,48600.0,2136.150879
2012-07-24,2132.316895,2158.947998,2131.012939,2146.587891,54400.0,2146.587891
2012-07-23,2154.170898,2154.170898,2135.562988,2141.4021,55600.0,2141.4021
2012-07-20,2180.011963,2185.73291,2162.062988,2168.637939,64400.0,2168.637939
2012-07-19,2164.273926,2197.790039,2159.943115,2184.841064,79400.0,2184.841064
2012-07-18,2159.856934,2170.295898,2138.791992,2169.099121,66600.0,2169.099121
2012-07-17,2142.429932,2165.334961,2141.480957,2161.186035,55200.0,2161.186035
2012-07-16,2187.886963,2188.062988,2146.154053,2147.955078,67400.0,2147.955078
2012-07-13,2180.172119,2198.660889,2177.924072,2185.89502,57600.0,2185.89502
2012-07-12,2172.063965,2197.043945,2152.675049,2185.490967,82200.0,2185.490967
2012-07-11,2160.02002,2176.490967,2156.595947,2175.383057,58600.0,2175.383057
2012-07-10,2166.947021,2178.195068,2156.726074,2164.437988,59000.0,2164.437988
2012-07-09,2210.714111,2216.697021,2168.60791,2170.813965,75200.0,2170.813965
2012-07-06,2203.72998,2227.4729,2185.521973,2223.579102,76600.0,2223.579102
2012-07-05,2218.216064,2218.216064,2192.647949,2201.353027,58000.0,2201.353027
2012-07-04,2233.334961,2239.27002,2219.447998,2227.314941,55200.0,2227.314941
2012-07-03,2225.566895,2244.832031,2219.050049,2229.191895,62800.0,2229.191895
2012-07-02,2234.320068,2234.873047,2215.35791,2226.110107,62200.0,2226.110107
2012-06-29,2190.574951,2226.485107,2188.716064,2225.429932,61400.0,2225.429932
2012-06-28,2220.236084,2224.155029,2195.35498,2195.843018,54200.0,2195.843018
2012-06-27,2219.944092,2233.542969,2213.322998,2216.934082,51000.0,2216.934082
2012-06-26,2214.648926,2229.23999,2203.944092,2222.066895,53000.0,2222.066895
2012-06-25,2253.513916,2253.513916,2223.053955,2224.114014,59800.0,2224.114014
2012-06-21,2288.454102,2288.454102,2253.789062,2260.876953,59000.0,2260.876953
2012-06-20,2300.406006,2304.458008,2291.541016,2292.876953,54200.0,2292.876953
2012-06-19,2313.455078,2313.455078,2298.394043,2300.794922,60200.0,2300.794922
2012-06-18,2313.530029,2325.052002,2309.708984,2316.052002,60600.0,2316.052002
2012-06-15,2299.781006,2314.241943,2283.399902,2306.850098,68600.0,2306.850098
2012-06-14,2306.781006,2314.584961,2293.063965,2295.946045,71600.0,2295.946045
2012-06-13,2289.707031,2319.714111,2284.649902,2318.924072,78400.0,2318.924072
2012-06-12,2295.070068,2298.948975,2280.950928,2289.791016,60000.0,2289.791016
2012-06-11,2282.891113,2311.771973,2278.163086,2305.855957,64200.0,2305.855957
2012-06-08,2306.218994,2306.88208,2276.714111,2281.447021,68000.0,2281.447021
2012-06-07,2324.672119,2328.672119,2288.665039,2293.129883,60200.0,2293.129883
2012-06-06,2315.561035,2323.113037,2301.034912,2309.554932,58600.0,2309.554932
2012-06-05,2313.73999,2323.298096,2304.045898,2311.916016,66000.0,2311.916016
2012-06-04,2346.983887,2348.198975,2308.229004,2308.550049,90200.0,2308.550049
2012-06-01,2373.224121,2388.085938,2365.441895,2373.436035,77000.0,2373.436035
2012-05-31,2370.00708,2382.989014,2362.312988,2372.233887,77800.0,2372.233887
2012-05-30,2385.39209,2391.690918,2378.133057,2384.667969,89800.0,2384.667969
2012-05-29,2361.00293,2393.279053,2358.374023,2389.635986,117200.0,2389.635986
2012-05-28,2325.316895,2361.743896,2309.072021,2361.366943,95000.0,2361.366943
2012-05-25,2350.541016,2355.808105,2327.407959,2333.552979,74000.0,2333.552979
2012-05-24,2359.681885,2373.056885,2344.580078,2350.9729,79200.0,2350.9729
2012-05-23,2369.264893,2378.076904,2350.548096,2363.437012,84200.0,2363.437012
2012-05-22,2355.731934,2374.055908,2354.86792,2373.305908,76800.0,2373.305908
2012-05-21,2343.574951,2360.385986,2330.324951,2348.300049,74800.0,2348.300049
2012-05-18,2364.898926,2369.5979,2338.240967,2344.520996,89600.0,2344.520996
2012-05-17,2347.177002,2383.305908,2342.352051,2378.885986,86800.0,2378.885986
2012-05-16,2369.293945,2372.031982,2344.5,2346.191895,76800.0,2346.191895
2012-05-15,2367.083008,2376.593994,2354.614014,2374.843018,78000.0,2374.843018
2012-05-14,2408.261963,2411.270996,2377.98291,2380.725098,90600.0,2380.725098
2012-05-11,2406.073975,2415.977051,2393.37793,2394.981934,74800.0,2394.981934
2012-05-10,2409.945068,2419.121094,2402.204102,2410.229004,81600.0,2410.229004
2012-05-09,2432.471924,2432.471924,2407.509033,2408.585938,98000.0,2408.585938
2012-05-08,2451.574951,2451.5979,2431.024902,2448.884033,104800.0,2448.884033
2012-05-07,2441.75708,2451.947021,2432.736084,2451.947021,108800.0,2451.947021
2012-05-04,2437.465088,2453.730957,2427.968994,2452.013916,102200.0,2452.013916
2012-05-03,2433.589111,2441.952881,2427.728027,2440.080078,102200.0,2440.080078
2012-05-02,2421.082031,2446.350098,2407.788086,2438.436035,128000.0,2438.436035
2012-04-27,2402.430908,2408.419922,2393.866943,2396.315918,91200.0,2396.315918
2012-04-26,2408.558105,2414.75293,2393.264893,2404.697021,115600.0,2404.697021
2012-04-25,2382.210938,2411.420898,2376.625,2406.812988,131000.0,2406.812988
2012-04-24,2380.236084,2415.75,2350.398926,2388.833984,133800.0,2388.833984
2012-04-23,2403.520996,2411.51001,2383.068115,2388.587891,123000.0,2388.587891
2012-04-20,2374.662109,2407.293945,2372.129883,2406.863037,115600.0,2406.863037
2012-04-19,2378.63208,2386.978027,2369.458008,2378.634033,94200.0,2378.634033
2012-04-18,2341.13501,2383.639893,2337.855957,2380.8479,108600.0,2380.8479
2012-04-17,2355.368896,2363.012939,2333.341064,2334.985107,84600.0,2334.985107
2012-04-16,2346.306885,2364.111084,2342.198975,2357.025879,85400.0,2357.025879
2012-04-13,2351.512939,2369.700928,2346.944092,2359.160889,98800.0,2359.160889
2012-04-12,2310.483887,2351.054932,2307.841064,2350.864014,97600.0,2350.864014
2012-04-11,2286.716064,2319.052979,2280.034912,2308.925049,75200.0,2308.925049
2012-04-10,2281.023926,2306.386963,2258.853027,2305.863037,67400.0,2305.863037
2012-04-09,2300.051025,2304.649902,2284.441895,2285.7771,59800.0,2285.7771
2012-04-06,2299.053955,2309.638916,2291.559082,2306.552002,72200.0,2306.552002
2012-04-05,2258.031006,2303.823975,2251.393066,2302.240967,80200.0,2302.240967
2012-03-30,2256.041992,2266.208008,2246.245117,2262.788086,62000.0,2262.788086
2012-03-29,2276.73999,2280.958008,2242.344971,2252.159912,74200.0,2252.159912
2012-03-28,2341.00293,2341.419922,2281.433105,2284.881104,83600.0,2284.881104
2012-03-27,2358.544922,2363.766113,2344.303955,2347.178955,60800.0,2347.178955
2012-03-26,2349.085938,2357.996094,2339.139893,2350.599121,55400.0,2350.599121
2012-03-23,2369.076904,2371.261963,2342.118896,2349.539062,76800.0,2349.539062
2012-03-22,2376.990967,2386.0979,2364.128906,2375.771973,79400.0,2375.771973
2012-03-21,2384.708984,2396.721924,2361.221924,2378.195068,95600.0,2378.195068
2012-03-20,2407.541992,2407.541992,2376.031006,2376.839111,98000.0,2376.839111
2012-03-19,2401.217041,2412.335938,2383.674072,2410.184082,102200.0,2410.184082
2012-03-16,2377.75708,2406.147949,2368.311035,2404.736084,103600.0,2404.736084
2012-03-15,2388.062988,2403.741943,2366.023926,2373.773926,120000.0,2373.773926
2012-03-14,2464.915039,2476.216064,2382.835938,2391.22998,179800.0,2391.22998
2012-03-13,2432.843018,2457.219971,2428.608887,2455.793945,104600.0,2455.793945
2012-03-12,2438.545898,2440.856934,2420.840088,2434.85791,106200.0,2434.85791
2012-03-09,2425.88501,2440.510986,2414.966064,2439.461914,100600.0,2439.461914
2012-03-08,2401.102051,2426.697998,2401.102051,2420.275879,96800.0,2420.275879
2012-03-07,2391.201904,2413.695068,2388.519043,2394.793945,94800.0,2394.793945
2012-03-06,2439.779053,2442.000977,2406.055908,2410.445068,103800.0,2410.445068
2012-03-05,2464.849121,2469.841064,2442.11499,2445.001953,112600.0,2445.001953
2012-03-02,2430.096924,2461.121094,2430.096924,2460.693115,103200.0,2460.693115
2012-03-01,2418.788086,2437.874023,2418.333984,2426.11499,75000.0,2426.11499
2012-02-29,2446.228027,2453.065918,2426.329102,2428.487061,95600.0,2428.487061
2012-02-28,2440.914062,2458.650879,2431.827881,2451.856934,118400.0,2451.856934
2012-02-27,2447.406006,2478.375,2444.628906,2447.056885,158000.0,2447.056885
2012-02-24,2410.881104,2439.977051,2405.273926,2439.626953,135000.0,2439.626953
2012-02-23,2401.738037,2416.803955,2396.709961,2409.553955,112600.0,2409.553955
2012-02-22,2380.50293,2404.441895,2374.030029,2403.586914,118600.0,2403.586914
2012-02-21,2365.487061,2382.145996,2345.052979,2381.429932,79400.0,2381.429932
2012-02-20,2383.686035,2388.009033,2362.011963,2363.596924,89000.0,2363.596924
2012-02-17,2366.629883,2372.511963,2344.76001,2357.180908,72000.0,2357.180908
2012-02-16,2363.896973,2373.803955,2342.072998,2356.860107,95000.0,2356.860107
2012-02-15,2340.455078,2374.281982,2335.101074,2366.701904,98800.0,2366.701904
2012-02-14,2348.876953,2352.468994,2332.24707,2344.770996,73200.0,2344.770996
2012-02-13,2332.054932,2365.339111,2325.028076,2351.854004,86200.0,2351.854004
2012-02-10,2342.010986,2368.979004,2339.88501,2351.980957,96600.0,2351.980957
2012-02-09,2344.224121,2363.613037,2333.935059,2349.589111,98000.0,2349.589111
2012-02-08,2291.812012,2350.965088,2286.819092,2347.530029,87200.0,2347.530029
2012-02-07,2319.420898,2319.708008,2278.824951,2291.9021,67400.0,2291.9021
2012-02-06,2334.248047,2341.574951,2317.422119,2331.135986,75800.0,2331.135986
2012-02-03,2306.656006,2336.26709,2300.981934,2330.405029,79000.0,2330.405029
2012-02-02,2273.850098,2312.555908,2268.687012,2312.555908,63400.0,2312.555908
2012-02-01,2288.065918,2305.863037,2263.342041,2268.080078,53600.0,2268.080078
2012-01-31,2285.954102,2296.38501,2277.055908,2292.610107,48800.0,2292.610107
2012-01-30,2324.49292,2324.49292,2284.291016,2285.038086,58400.0,2285.038086
2012-01-20,2300.5,2322.891113,2293.893066,2319.11792,70000.0,2319.11792
2012-01-19,2266.075928,2305.707031,2259.336914,2296.074951,72400.0,2296.074951
2012-01-18,2298.833008,2311.579102,2257.897949,2266.384033,90000.0,2266.384033
2012-01-17,2206.531006,2298.375,2196.115967,2298.375,87800.0,2298.375
2012-01-16,2230.433105,2241.259033,2206.044922,2206.193115,45800.0,2206.193115
2012-01-13,2277.080078,2281.531982,2225.736084,2244.580078,71400.0,2244.580078
2012-01-12,2268.739014,2295.224121,2265.256104,2275.01001,71600.0,2275.01001
2012-01-11,2282.913086,2290.644043,2265.185059,2276.045898,84400.0,2276.045898
2012-01-10,2221.832031,2288.62793,2218.274902,2285.743896,109600.0,2285.743896
2012-01-09,2164.740967,2226.218018,2148.452881,2225.889893,76800.0,2225.889893
2012-01-06,2148.146973,2164.322021,2132.625977,2163.39502,50600.0,2163.39502
2012-01-05,2160.896973,2183.404053,2145.555908,2148.451904,58800.0,2148.451904
2012-01-04,2211.995117,2217.52002,2168.644043,2169.389893,49200.0,2169.389893
2011-12-30,2177.51709,2200.988037,2177.51709,2199.416992,52000.0,2199.416992
2011-12-29,2161.184082,2181.955078,2157.11499,2173.561035,44800.0,2173.561035
2011-12-28,2157.649902,2170.672119,2134.01709,2170.012939,49600.0,2170.012939
2011-12-27,2186.708984,2196.971924,2162.7229,2166.205078,45800.0,2166.205078
2011-12-26,2193.658936,2213.452881,2186.070068,2190.110107,43600.0,2190.110107
2011-12-23,2183.910889,2219.785889,2178.141113,2204.783936,52400.0,2204.783936
2011-12-22,2178.572021,2201.586914,2149.423096,2186.295898,59000.0,2186.295898
2011-12-21,2230.179932,2237.466064,2188.709961,2191.147949,50800.0,2191.147949
2011-12-20,2209.698975,2239.858887,2206.519043,2215.929932,52800.0,2215.929932
2011-12-19,2208.071045,2221.447998,2164.886963,2218.235107,57800.0,2218.235107
2011-12-16,2179.509033,2225.538086,2170.748047,2224.840088,57200.0,2224.840088
2011-12-15,2215.791992,2216.908936,2179.467041,2180.89502,56800.0,2180.89502
2011-12-14,2241.386963,2256.743896,2224.725098,2228.524902,44000.0,2228.524902
2011-12-13,2283.2229,2285.813965,2245.86792,2248.590088,58600.0,2248.590088
2011-12-12,2312.149902,2315.811035,2290.262939,2291.544922,39600.0,2291.544922
2011-12-09,2315.512939,2331.259033,2309.457031,2315.27002,40000.0,2315.27002
2011-12-08,2329.909912,2346.654053,2302.64209,2329.820068,51400.0,2329.820068
2011-12-07,2325.562012,2339.846924,2317.813965,2332.72998,41600.0,2332.72998
2011-12-06,2326.659912,2331.89209,2310.155029,2325.905029,46000.0,2325.905029
2011-12-05,2363.111084,2363.126953,2327.610107,2333.229004,52200.0,2333.229004
2011-12-02,2374.898926,2378.299072,2344.845947,2360.664062,59800.0,2360.664062
2011-12-01,2392.485107,2423.559082,2376.916016,2386.860107,98600.0,2386.860107
2011-11-30,2406.329102,2407.325928,2319.439941,2333.414062,76600.0,2333.414062
2011-11-29,2398.993896,2413.325928,2388.201904,2412.393066,55200.0,2412.393066
2011-11-28,2383.893066,2396.826904,2372.156006,2383.033936,46000.0,2383.033936
2011-11-25,2393.326904,2403.941895,2372.62207,2380.224121,45400.0,2380.224121
2011-11-24,2379.145996,2409.718994,2370.695068,2397.553955,52200.0,2397.553955
2011-11-23,2415.197021,2418.560059,2390.654053,2395.063965,50600.0,2395.063965
2011-11-22,2400.983887,2414.850098,2387.825928,2412.625,51400.0,2412.625
2011-11-21,2416.731934,2419.243896,2396.085938,2415.129883,50200.0,2415.129883
2011-11-18,2448.386963,2448.51001,2411.041992,2416.562012,72200.0,2416.562012
2011-11-17,2467.704102,2482.528076,2459.165039,2463.045898,66400.0,2463.045898
2011-11-16,2529.072998,2529.458008,2456.855957,2466.958984,93400.0,2466.958984
2011-11-15,2525.947998,2534.059082,2518.701904,2529.760986,79200.0,2529.760986
2011-11-14,2498.672119,2529.63208,2496.334961,2528.714111,81200.0,2528.714111
2011-11-11,2483.957031,2496.5271,2472.760986,2481.083984,66200.0,2481.083984
2011-11-10,2498.593994,2507.451904,2478.138916,2479.535889,87200.0,2479.535889
2011-11-09,2512.586914,2527.702881,2489.024902,2524.918945,78200.0,2524.918945
2011-11-08,2514.259033,2524.820068,2500.02002,2503.835938,78600.0,2503.835938
2011-11-07,2518.897949,2536.179932,2507.61499,2509.799072,78800.0,2509.799072
2011-11-04,2525.243896,2536.779053,2512.904053,2528.293945,101800.0,2528.293945
2011-11-03,2510.842041,2535.23999,2507.297119,2508.090088,136600.0,2508.090088
2011-11-02,2437.870117,2505.121094,2433.715088,2504.10791,105400.0,2504.10791
2011-11-01,2450.331055,2491.35498,2445.5271,2470.019043,88800.0,2470.019043
2011-10-31,2470.253906,2478.306885,2455.205078,2468.25,84200.0,2468.25
2011-10-28,2462.084961,2483.759033,2456.177002,2473.409912,110000.0,2473.409912
2011-10-27,2432.471924,2449.700928,2426.314941,2435.61499,82400.0,2435.61499
2011-10-26,2398.187012,2448.980957,2394.731934,2427.47998,107400.0,2427.47998
2011-10-25,2366.397949,2414.049072,2357.386963,2409.672119,90800.0,2409.672119
2011-10-24,2322.02002,2371.092041,2307.145996,2370.333008,70800.0,2370.333008
2011-10-21,2330.511963,2340.314941,2313.781982,2317.274902,48400.0,2317.274902
2011-10-20,2365.908936,2368.639893,2315.899902,2331.365967,65400.0,2331.365967
2011-10-19,2387.831055,2401.687988,2374.416992,2377.511963,58600.0,2377.511963
2011-10-18,2423.281982,2425.645996,2378.666992,2383.485107,79600.0,2383.485107
2011-10-17,2434.486084,2452.98999,2424.726074,2440.4021,58200.0,2440.4021
2011-10-14,2429.88501,2437.593994,2409.288086,2431.375,60600.0,2431.375
2011-10-13,2412.832031,2439.639893,2406.281982,2438.790039,87800.0,2438.790039
2011-10-12,2335.488037,2421.691895,2318.62793,2420.0,91600.0,2420.0
2011-10-11,2401.738037,2412.375,2323.412109,2348.516113,64000.0,2348.516113
2011-10-10,2363.077881,2368.148926,2338.685059,2344.787109,41800.0,2344.787109
2011-10-03,2359.218994,2359.218994,2359.218994,2359.218994,0.0,2359.218994
2011-09-30,2368.397949,2377.541992,2348.217041,2359.218994,48800.0,2359.218994
2011-09-29,2378.423096,2387.538086,2358.572021,2365.343018,59200.0,2365.343018
2011-09-28,2427.289062,2430.27002,2383.395996,2392.062012,55800.0,2392.062012
2011-09-27,2410.98999,2423.913086,2395.164062,2415.053955,55200.0,2415.053955
2011-09-26,2416.226074,2441.729004,2384.639893,2393.183105,57400.0,2393.183105
2011-09-23,2411.833008,2440.750977,2400.141113,2433.158936,67400.0,2433.158936
2011-09-22,2491.211914,2499.976074,2442.460938,2443.055908,74600.0,2443.055908
2011-09-21,2450.11499,2517.673096,2438.852051,2512.962891,86600.0,2512.962891
2011-09-20,2433.720947,2460.033936,2426.702881,2447.754883,46200.0,2447.754883
2011-09-19,2469.600098,2469.600098,2437.165039,2437.794922,48800.0,2437.794922
2011-09-16,2490.177002,2499.480957,2475.758057,2482.343018,48000.0,2482.343018
2011-09-15,2482.858887,2496.572021,2477.650879,2479.054932,56000.0,2479.054932
2011-09-14,2478.585938,2485.934082,2439.37207,2484.826904,54000.0,2484.826904
2011-09-13,2467.72998,2477.083008,2453.795898,2471.304932,50000.0,2471.304932
2011-09-09,2506.968994,2528.422119,2487.14502,2497.75293,51200.0,2497.75293
2011-09-08,2523.961914,2524.375977,2498.113037,2498.943115,55200.0,2498.943115
2011-09-07,2480.940918,2516.753906,2475.218018,2516.090088,59600.0,2516.090088
2011-09-06,2465.564941,2482.241943,2459.542969,2470.523926,49200.0,2470.523926
2011-09-05,2510.100098,2510.100098,2478.195068,2478.739014,55000.0,2478.739014
2011-09-02,2551.555908,2557.310059,2517.61792,2528.280029,54400.0,2528.280029
2011-09-01,2569.799072,2584.803955,2547.854004,2556.041992,57200.0,2556.041992
2011-08-31,2566.529053,2574.415039,2545.095947,2567.340088,59200.0,2567.340088
2011-08-30,2592.596924,2615.13501,2563.688965,2566.594971,76000.0,2566.594971
2011-08-29,2595.466064,2595.466064,2570.843994,2576.413086,73600.0,2576.413086
2011-08-26,2602.208008,2616.635986,2593.238037,2612.187988,77800.0,2612.187988
2011-08-25,2546.4021,2616.302979,2545.053955,2615.260986,104600.0,2615.260986
2011-08-24,2562.410889,2569.278076,2536.256104,2541.091064,65400.0,2541.091064
2011-08-23,2524.876953,2554.177979,2514.948975,2554.019043,61000.0,2554.019043
2011-08-22,2534.570068,2553.415039,2507.781982,2515.863037,61200.0,2515.863037
2011-08-19,2519.64502,2538.271973,2513.753906,2534.35791,70600.0,2534.35791
2011-08-18,2601.98999,2603.485107,2556.858887,2559.471924,71000.0,2559.471924
2011-08-17,2603.960938,2617.165039,2596.039062,2601.260986,70200.0,2601.260986
2011-08-16,2627.854004,2636.360107,2601.500977,2608.166016,85200.0,2608.166016
2011-08-15,2598.137939,2627.104004,2584.406982,2626.77002,88600.0,2626.77002
